,unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
501,501,35.0,No,rarely,1137.0, Research & Development ,21,1,Life Sciences,942.0,4,F,51.0,3,2, healthcare representative ,4,married,19170,1,unknown,25,4.0,4,,48168.0,4014.0,1,10.0,2,1.0,10,,0,7,1988, healthcare representative  -  research & development ,Si
502,502,39.0,No,rarely,466.0,,1,1,,1026.0,4,F,65.0,2,4, manufacturing director ,4,married,7060,1,no,16,3.0,3,,152904.0,12742.0,1,,3,3.0,21,,11,8,1984,Unknown,Si
503,503,39.0,No,frequently,945.0,,22,3,Medical,unknown,4,F,82.0,3,3, manufacturing director ,1,single,5083,1,unknown,13,3.0,3,,,,0,,2,3.0,21,,2,8,1984,Unknown,No
504,504,41.0,No,,509.0,,7,2,,1085.0,2,F,43.0,4,1, research scientist ,3,unknown,18863,1,no,13,3.0,3,"80,0",40512.0,3376.0,0,,3,3.0,10,,0,8,1982,Unknown,No
505,505,44.0,Yes,,1376.0, Human Resources ,1,2,Medical,unknown,2,M,91.0,2,3, human resources ,1,married,2326,9,no,14,,4,"80,0",125784.0,10482.0,1,24.0,1,3.0,20,,3,6,1979, human resources  -  human resources ,Si
506,506,42.0,No,,469.0,,2,2,Medical,1109.0,4,M,35.0,3,4, manager ,1,unknown,14399,0,no,17,3.0,4,,,,1,23.0,3,3.0,22,,13,7,1981,Unknown,No
507,507,52.0,No,rarely,994.0,,7,4,Life Sciences,1118.0,2,M,87.0,3,3, healthcare representative ,2,single,15322,7,unknown,19,3.0,4,,,,0,18.0,4,,8,,4,0,1971,Unknown,Si
508,508,38.0,No,,433.0,,1,3,,1152.0,3,M,37.0,4,1, human resources ,3,unknown,6004,1,no,13,3.0,4,,,,1,7.0,2,4.0,7,,5,0,1985,Unknown,Si
509,509,46.0,No,,991.0, Human Resources ,1,2,Life Sciences,unknown,4,F,44.0,3,1, human resources ,1,unknown,22957,6,unknown,12,3.0,3,"80,0",,,0,10.0,3,4.0,7,,5,7,1977, human resources  -  human resources ,Si
510,510,35.0,No,,482.0,,4,4,Life Sciences,1350.0,3,M,87.0,3,2, research scientist ,3,single,2690,1,unknown,11,3.0,2,,50988.0,4249.0,0,,3,3.0,9,,1,1,1988,Unknown,No
511,511,28.0,No,rarely,1083.0, Research & Development ,29,1,Life Sciences,1514.0,3,M,96.0,1,2, manufacturing director ,2,married,3173,1,unknown,14,,2,,78588.0,6549.0,2,8.0,2,2.0,8,,1,7,1995, manufacturing director  -  research & development ,Si
512,512,44.0,No,,136.0,,28,3,Life Sciences,1523.0,4,M,32.0,3,4, research director ,1,married,22074,3,no,13,3.0,3,,,,1,,1,4.0,20,,14,17,1979,Unknown,Si
513,513,50.0,No,,333.0,,22,5,,1539.0,3,M,88.0,1,4, research director ,4,unknown,24450,1,unknown,13,3.0,4,,172932.0,14411.0,0,,2,3.0,32,,13,9,1973,Unknown,No
514,514,55.0,No,rarely,685.0,,23,5,Marketing,unknown,3,M,60.0,2,5, manager ,4,unknown,23037,1,no,21,4.0,3,"80,0",235032.0,19586.0,1,36.0,3,3.0,36,,2,13,1968,Unknown,Si
515,515,39.0,No,,1462.0, Sales ,6,3,,1588.0,4,M,38.0,4,3, sales executive ,3,married,4658,2,no,11,3.0,1,,98844.0,8237.0,1,11.0,3,3.0,7,,7,6,1984, sales executive  -  sales ,Si
516,516,49.0,No,,722.0, Research & Development ,13,4,,1617.0,1,F,84.0,3,1, laboratory technician ,1,unknown,22102,1,unknown,14,3.0,4,,38532.0,3211.0,1,10.0,3,2.0,9,,1,4,1974, laboratory technician  -  research & development ,Si
517,517,45.0,No,,,,28,2,Technical Degree,1719.0,4,F,48.0,2,4, research director ,2,single,17119,1,unknown,11,,3,,200448.0,16704.0,0,21.0,2,3.0,21,6.0,8,6,1978,Unknown,No
518,518,46.0,No,,1277.0,,2,3,,unknown,3,M,74.0,3,3, sales executive ,4,unknown,5596,4,unknown,12,3.0,2,,,,1,,5,2.0,10,,0,3,1977,Unknown,No
519,519,27.0,No,,1131.0,,15,3,,1870.0,4,F,77.0,2,1, research scientist ,1,married,23844,0,no,19,3.0,4,,57288.0,4774.0,1,,2,,7,,7,3,1996,Unknown,No
520,520,42.0,No,rarely,300.0,,2,3,,2031.0,1,M,56.0,3,5, manager ,3,married,17312,5,unknown,11,3.0,1,,,,0,24.0,2,2.0,22,,4,14,1981,Unknown,Si
521,521,49.0,No,,1023.0, Sales ,2,3,,2065.0,4,M,63.0,2,2, sales executive ,2,married,13243,2,unknown,14,3.0,4,"80,0",,,0,17.0,3,2.0,9,,0,8,1974, sales executive  -  sales ,Si
522,522,29.0,No,rarely,153.0,,15,2,Life Sciences,15.0,4,F,49.0,2,2, laboratory technician ,3,single,12682,0,yes,12,3.0,4,,,,0,10.0,3,3.0,9,,0,8,1994,Unknown,Si
523,523,34.0,No,non-travel,1065.0,,12,4,Marketing,60.0,1,M,72.0,3,2, sales executive ,3,unknown,10034,0,no,20,4.0,3,,54816.0,4568.0,0,,2,3.0,9,,8,7,1989,Unknown,No
524,524,37.0,No,,1115.0,,1,4,,unknown,1,M,51.0,2,2, manufacturing director ,3,divorced,2689,1,no,18,3.0,3,"80,0",71916.0,5993.0,1,,2,,7,,0,7,1986,Unknown,No
525,525,36.0,No,,1195.0,,11,3,,85.0,2,M,95.0,2,2, manufacturing director ,2,single,22656,1,no,13,3.0,3,,77988.0,6499.0,0,6.0,3,3.0,6,,0,3,1987,Unknown,Si
526,526,45.0,No,,1316.0,,29,3,,unknown,3,M,83.0,3,1, research scientist ,4,single,9752,5,unknown,13,3.0,2,,41424.0,3452.0,0,9.0,2,2.0,6,,0,3,1978,Unknown,Si
527,527,29.0,No,rarely,665.0,,15,3,,346.0,3,M,60.0,3,1, research scientist ,4,unknown,22673,1,no,19,3.0,1,,,,0,6.0,1,3.0,6,,1,5,1994,Unknown,No
528,528,26.0,No,,1479.0,,1,3,,384.0,3,F,84.0,3,2, manufacturing director ,2,unknown,26767,1,no,20,4.0,1,"80,0",76764.0,6397.0,1,6.0,6,1.0,6,,1,4,1997,Unknown,No
529,529,28.0,No,,304.0,,9,4,Life Sciences,498.0,2,M,92.0,3,2, sales executive ,4,single,20750,1,no,16,3.0,4,,,,0,,1,3.0,7,,0,7,1995,Unknown,Si
530,530,42.0,No,frequently,1368.0,,30,4,Technical Degree,551.0,4,F,,2,2, healthcare representative ,4,married,4386,0,no,11,3.0,4,"80,0",,,3,7.0,4,4.0,6,,0,4,1981,Unknown,Si
531,531,31.0,No,rarely,828.0, Sales ,2,1,Life Sciences,604.0,2,M,77.0,3,2, sales executive ,4,unknown,8346,4,yes,13,3.0,3,"80,0",,,0,10.0,2,4.0,6,,0,5,1992, sales executive  -  sales ,Si
532,532,37.0,No,rarely,799.0,,47,3,,unknown,4,F,59.0,3,3, manufacturing director ,4,single,23848,4,unknown,17,3.0,4,,,,0,,3,4.0,6,,1,2,1986,Unknown,Si
533,533,37.0,No,non-travel,142.0,,9,4,,626.0,1,M,69.0,3,3, sales executive ,2,divorced,24666,1,no,13,3.0,4,,,,1,9.0,6,3.0,9,,7,7,1986,Unknown,No
534,534,37.0,No,rarely,446.0,,1,4,Life Sciences,unknown,2,F,65.0,3,2, manufacturing director ,2,married,15701,6,unknown,12,3.0,2,,,,1,8.0,2,2.0,6,,4,3,1986,Unknown,No
535,535,24.0,No,rarely,691.0,,23,3,Medical,unknown,2,M,89.0,4,1, research scientist ,4,unknown,21630,1,unknown,11,3.0,2,,32700.0,2725.0,2,,3,3.0,6,,1,4,1999,Unknown,Si
536,536,50.0,No,,1246.0,,3,3,,644.0,1,M,99.0,3,5, manager ,2,married,7999,1,no,11,3.0,3,"80,0",,,1,,2,3.0,32,,10,7,1973,Unknown,No
537,537,34.0,No,,254.0,,1,2,Life Sciences,649.0,2,M,83.0,2,1, research scientist ,4,unknown,22794,1,yes,13,3.0,4,,43464.0,3622.0,1,6.0,3,3.0,6,,1,3,1989,Unknown,Si
538,538,27.0,No,frequently,1410.0,,3,1,Medical,714.0,4,F,71.0,4,2, sales executive ,4,unknown,16673,1,unknown,20,,2,"80,0",,,2,,3,3.0,6,,0,4,1996,Unknown,No
539,539,25.0,No,,883.0, Sales ,42,1,,781.0,4,F,32.0,3,2, sales executive ,4,single,22807,1,no,23,4.0,2,,74160.0,6180.0,0,6.0,5,2.0,6,,1,4,1998, sales executive  -  sales ,No
540,540,34.0,No,,304.0, Sales ,25,3,Other,unknown,4,M,60.0,3,2, sales executive ,4,single,18686,1,no,22,4.0,3,,75288.0,6274.0,0,6.0,5,3.0,6,,1,4,1989, sales executive  -  sales ,Si
541,541,34.0,No,,121.0, Research & Development ,2,4,,804.0,3,F,86.0,2,1, research scientist ,1,unknown,7530,1,unknown,11,,3,"80,0",52572.0,4381.0,0,6.0,3,3.0,6,,1,3,1989, research scientist  -  research & development ,Si
542,542,35.0,No,,950.0,,7,3,Other,unknown,3,M,59.0,3,3, manufacturing director ,3,single,18869,3,no,21,4.0,2,,,,0,17.0,3,4.0,8,,1,6,1988,Unknown,No
543,543,35.0,No,,1343.0,,16,1,Medical,856.0,1,F,53.0,2,1, research scientist ,1,unknown,17852,1,unknown,11,3.0,4,,30708.0,2559.0,0,6.0,3,2.0,6,,1,1,1988,Unknown,No
544,544,33.0,No,,827.0, Research & Development ,1,4,,998.0,3,F,84.0,4,2, healthcare representative ,2,married,20161,1,yes,13,3.0,1,,65856.0,5488.0,1,,2,3.0,6,,1,2,1990, healthcare representative  -  research & development ,Si
545,545,29.0,No,,1107.0,,28,4,Life Sciences,1120.0,3,F,93.0,3,1, research scientist ,4,divorced,26968,4,no,22,4.0,1,,30168.0,2514.0,1,11.0,1,3.0,7,,1,7,1994,Unknown,No
546,546,29.0,No,frequently,490.0, Research & Development ,10,3,,1143.0,4,F,61.0,3,1, research scientist ,2,divorced,17940,0,no,14,3.0,4,,,,2,8.0,2,2.0,7,,1,1,1994, research scientist  -  research & development ,Si
547,547,34.0,No,,1400.0,,9,1,Life Sciences,unknown,2,F,70.0,3,2, sales executive ,3,married,5829,1,unknown,20,4.0,1,"80,0",,,0,,3,2.0,6,,1,3,1989,Unknown,No
548,548,28.0,No,rarely,1179.0,,19,4,Medical,unknown,4,M,78.0,2,1, laboratory technician ,1,married,12449,1,unknown,12,3.0,3,,38352.0,3196.0,3,6.0,2,3.0,6,,3,3,1995,Unknown,No
549,549,44.0,No,,1117.0,,2,1,Life Sciences,unknown,1,F,72.0,4,1, research scientist ,4,married,19982,1,unknown,13,3.0,4,,,,1,10.0,5,3.0,10,,7,7,1979,Unknown,No
550,550,31.0,No,rarely,1332.0, Research & Development ,11,2,,1251.0,3,M,80.0,3,2, healthcare representative ,1,married,17089,1,yes,12,,4,,,,0,6.0,2,2.0,6,,0,1,1992, healthcare representative  -  research & development ,No
551,551,26.0,No,,583.0, Research & Development ,4,2,Life Sciences,unknown,3,M,53.0,3,1, research scientist ,4,unknown,9973,1,yes,20,4.0,2,"80,0",,,0,,2,2.0,8,,2,2,1997, research scientist  -  research & development ,No
552,552,47.0,No,rarely,465.0,,1,3,,1438.0,1,M,74.0,3,1, research scientist ,4,unknown,10205,7,no,12,3.0,3,"80,0",41040.0,3420.0,1,17.0,2,2.0,6,,1,2,1976,Unknown,Si
553,553,37.0,No,,1413.0, Research & Development ,5,2,,unknown,3,M,84.0,4,1, laboratory technician ,3,single,25470,0,no,14,3.0,1,,,,0,7.0,2,1.0,6,,1,3,1986, laboratory technician  -  research & development ,No
554,554,32.0,No,,1200.0,,1,4,,1574.0,4,M,,3,2, research scientist ,1,married,25174,4,unknown,14,3.0,2,,49044.0,4087.0,1,9.0,3,2.0,6,,1,2,1991,Unknown,Si
555,555,32.0,No,,977.0,,2,3,Medical,1671.0,4,M,45.0,3,2, research scientist ,2,divorced,25518,0,no,13,3.0,3,,,,2,10.0,4,2.0,9,,1,6,1991,Unknown,Si
556,556,33.0,No,non-travel,530.0,,16,3,Life Sciences,unknown,3,F,36.0,3,2, sales executive ,4,unknown,16130,1,yes,25,4.0,3,"80,0",64416.0,5368.0,1,7.0,2,3.0,6,,1,2,1990,Unknown,No
557,557,47.0,Yes,,1093.0, Sales ,9,3,,unknown,3,M,82.0,1,4, sales executive ,3,married,24164,7,no,11,,3,,155232.0,12936.0,0,25.0,3,1.0,23,,14,10,1976, sales executive  -  sales ,Si
558,558,41.0,Yes,,1102.0,,1,2,,unknown,2,F,94.0,3,2, sales executive ,4,unknown,19479,8,yes,11,3.0,1,,,,0,8.0,0,1.0,6,,0,5,1982,Unknown,No
559,559,35.0,No,rarely,809.0, Research & Development ,16,3,Medical,unknown,1,M,84.0,4,1, laboratory technician ,2,married,16479,0,unknown,13,3.0,3,,,,1,6.0,5,3.0,5,,0,3,1988, laboratory technician  -  research & development ,No
560,560,29.0,No,rarely,1328.0,,2,3,Life Sciences,94.0,3,M,76.0,3,1, research scientist ,2,married,4956,0,no,23,4.0,4,,,,1,,3,3.0,5,,0,4,1994,Unknown,No
561,561,32.0,No,rarely,548.0,,1,3,Life Sciences,unknown,2,M,66.0,3,2, research scientist ,2,unknown,7346,1,no,17,3.0,2,"80,0",,,2,10.0,3,3.0,10,,0,9,1991,Unknown,Si
562,562,35.0,No,rarely,1214.0,,1,3,Medical,unknown,2,M,30.0,2,1, research scientist ,3,single,26278,1,no,18,3.0,1,,,,0,6.0,3,3.0,6,,0,4,1988,Unknown,No
563,563,56.0,No,,,,13,3,,112.0,4,M,,1,3, manufacturing director ,4,unknown,21698,4,no,11,3.0,1,,,,0,37.0,3,2.0,6,,0,2,1967,Unknown,Si
564,564,28.0,No,,120.0,,4,3,Medical,129.0,2,M,43.0,3,2, sales executive ,3,unknown,8863,1,unknown,15,3.0,2,"80,0",50652.0,4221.0,0,5.0,3,4.0,5,,0,4,1995,Unknown,Si
565,565,25.0,Yes,rarely,240.0,,5,3,,142.0,3,M,46.0,2,2, sales executive ,3,single,26959,1,yes,11,3.0,4,,,,0,,1,3.0,6,,0,3,1998,Unknown,Si
566,566,56.0,Yes,,441.0,,14,4,Life Sciences,161.0,2,F,72.0,3,1, research scientist ,2,unknown,4510,9,unknown,18,3.0,1,,59556.0,4963.0,3,7.0,2,3.0,5,,4,3,1967,Unknown,Si
567,567,26.0,No,,841.0, Research & Development ,6,3,,164.0,3,F,46.0,2,1, research scientist ,2,married,23300,1,unknown,19,3.0,3,,,,0,5.0,3,2.0,5,,4,3,1997, research scientist  -  research & development ,No
568,568,32.0,Yes,,1033.0,,9,3,Medical,190.0,1,F,41.0,3,1, laboratory technician ,1,unknown,10224,7,no,22,4.0,1,"80,0",50400.0,4200.0,0,,2,4.0,5,,0,4,1991,Unknown,No
569,569,30.0,No,rarely,,,18,3,Life Sciences,194.0,1,F,75.0,3,1, research scientist ,3,single,23910,1,no,14,3.0,3,"80,0",,,0,,4,2.0,5,,0,4,1993,Unknown,Si
570,570,50.0,No,rarely,1452.0,,11,3,,226.0,3,F,53.0,3,5, manager ,2,unknown,17053,3,unknown,15,3.0,2,,,,0,,5,3.0,5,,4,4,1973,Unknown,No
571,571,32.0,No,,120.0,,6,5,Life Sciences,231.0,3,M,43.0,3,1, research scientist ,3,unknown,12430,3,no,20,4.0,1,,,,0,8.0,2,,5,,1,4,1991,Unknown,No
572,572,45.0,No,rarely,1268.0,,4,2,,240.0,3,F,30.0,3,2, sales executive ,1,unknown,6319,4,unknown,11,3.0,1,,60072.0,5006.0,1,9.0,3,4.0,5,,0,3,1978,Unknown,No
573,573,43.0,No,,,,7,3,,262.0,4,M,37.0,4,1, research scientist ,4,divorced,5228,4,no,14,3.0,4,,,,3,7.0,3,4.0,5,,2,2,1980,Unknown,Si
574,574,29.0,Yes,,121.0,,27,3,Marketing,283.0,2,F,35.0,3,3, sales executive ,4,married,24525,1,unknown,22,4.0,4,,91668.0,7639.0,3,10.0,3,2.0,10,,1,9,1994,Unknown,Si
575,575,31.0,No,non-travel,, Research & Development ,1,4,Medical,308.0,3,M,90.0,1,2, manufacturing director ,3,unknown,4381,0,unknown,12,3.0,4,,,,1,6.0,2,3.0,5,,1,4,1992, manufacturing director  -  research & development ,Si
576,576,33.0,Yes,,813.0,,14,3,,325.0,3,M,58.0,3,1, laboratory technician ,4,married,22149,5,yes,13,3.0,3,,,,1,8.0,2,1.0,5,,0,4,1990,Unknown,No
577,577,31.0,Yes,,307.0,,29,2,,355.0,3,M,71.0,2,1, laboratory technician ,2,unknown,11652,0,no,11,3.0,2,"80,0",,,0,,2,4.0,5,,1,4,1992,Unknown,Si
578,578,37.0,No,,228.0,,6,4,,378.0,3,M,,3,2, sales executive ,4,unknown,22825,4,no,14,3.0,2,,78024.0,6502.0,1,,5,4.0,5,,0,1,1986,Unknown,Si
579,579,50.0,No,,797.0, Research & Development ,4,1,,unknown,1,M,96.0,3,5, research director ,2,divorced,15815,3,no,14,3.0,1,,,,2,28.0,4,2.0,10,,1,6,1973, research director  -  research & development ,No
580,580,42.0,No,frequently,555.0,,26,3,,unknown,3,F,77.0,3,4, sales executive ,2,married,14864,5,unknown,14,3.0,4,,162300.0,13525.0,1,,2,,20,,4,8,1981,Unknown,Si
581,581,27.0,No,,1377.0,,2,3,,unknown,4,M,74.0,3,2, sales executive ,3,unknown,5242,1,yes,11,3.0,1,"80,0",,,0,5.0,3,3.0,5,,0,4,1996,Unknown,Si
582,582,27.0,No,non-travel,210.0,,1,1,Marketing,449.0,3,M,73.0,3,2, sales executive ,2,unknown,22107,0,yes,13,3.0,4,,76188.0,6349.0,1,,0,,5,,1,4,1996,Unknown,Si
583,583,41.0,No,rarely,483.0,,6,3,,466.0,4,M,,2,2, manufacturing director ,2,single,10110,6,yes,15,3.0,4,,,,0,,3,3.0,5,,1,2,1982,Unknown,Si
584,584,37.0,No,rarely,921.0,,10,3,Medical,486.0,3,F,98.0,3,1, laboratory technician ,1,unknown,17663,6,no,20,4.0,2,"80,0",,,1,,3,3.0,5,4.0,0,3,1986,Unknown,Si
585,585,40.0,Yes,,575.0,,22,2,,492.0,2,M,68.0,2,2, sales executive ,3,unknown,6110,2,yes,12,3.0,1,,76560.0,6380.0,2,8.0,6,3.0,6,,1,0,1983,Unknown,Si
586,586,55.0,No,,1311.0,,2,3,,505.0,3,F,97.0,3,4, manager ,4,single,23258,2,yes,13,3.0,3,,,,0,,2,3.0,5,,1,2,1968,Unknown,No
587,587,26.0,Yes,frequently,575.0,,3,1,,510.0,3,M,73.0,3,1, research scientist ,1,unknown,6582,0,unknown,22,4.0,3,,37224.0,3102.0,0,,2,3.0,6,,0,4,1997,Unknown,Si
588,588,40.0,No,rarely,759.0,,2,2,Marketing,unknown,4,F,46.0,3,2, sales executive ,2,divorced,22553,7,unknown,12,3.0,3,,,,2,,5,3.0,5,,1,3,1983,Unknown,Si
589,589,25.0,No,,891.0, Sales ,4,2,,527.0,2,F,99.0,2,2, sales executive ,4,single,12090,1,yes,11,3.0,2,,,,0,5.0,3,3.0,5,,1,3,1998, sales executive  -  sales ,No
590,590,30.0,No,,1082.0,,12,3,,unknown,2,F,83.0,3,2, sales executive ,3,single,19558,0,no,11,,2,,,,0,,6,3.0,5,,4,4,1993,Unknown,Si
591,591,52.0,No,rarely,319.0,,32,3,,unknown,4,M,,2,3, manufacturing director ,3,married,19609,2,unknown,14,,3,"80,0",,,0,,4,3.0,5,,0,4,1971,Unknown,No
592,592,42.0,No,frequently,532.0,,12,2,,547.0,1,F,92.0,3,2, research scientist ,3,unknown,12932,2,no,11,3.0,2,,54672.0,4556.0,1,19.0,3,3.0,5,,0,2,1981,Unknown,No
593,593,30.0,No,rarely,317.0,,2,3,Life Sciences,548.0,3,F,43.0,1,2, manufacturing director ,4,unknown,24793,2,no,20,4.0,3,,,,0,11.0,2,3.0,5,,0,2,1993,Unknown,Si
594,594,35.0,No,rarely,144.0,,22,3,Life Sciences,577.0,4,M,46.0,1,1, laboratory technician ,3,single,19225,0,no,15,3.0,3,,50760.0,4230.0,0,,2,3.0,5,,4,3,1988,Unknown,No
595,595,31.0,No,rarely,688.0,,7,3,,unknown,3,M,44.0,2,3, manager ,4,divorced,25291,9,unknown,21,4.0,3,"80,0",,,1,10.0,3,2.0,5,,0,1,1992,Unknown,Si
596,596,35.0,No,rarely,195.0, Sales ,1,3,,unknown,1,F,80.0,3,2, sales executive ,3,single,6698,1,unknown,16,3.0,4,"80,0",58308.0,4859.0,0,5.0,3,3.0,5,,0,3,1988, sales executive  -  sales ,Si
597,597,25.0,No,,622.0,,13,1,,unknown,2,M,40.0,3,1, sales representative ,3,unknown,26376,1,unknown,11,3.0,3,,,,0,7.0,1,3.0,7,,0,6,1998,Unknown,Si
598,598,32.0,No,rarely,646.0,,9,4,,679.0,1,F,92.0,3,2, research scientist ,4,married,18089,1,unknown,12,3.0,4,,75864.0,6322.0,1,6.0,2,,6,,0,5,1991,Unknown,No
599,599,47.0,Yes,,719.0,,27,2,Life Sciences,785.0,2,F,77.0,4,2, sales executive ,3,unknown,10339,4,yes,12,3.0,4,,,,0,8.0,2,3.0,5,,1,3,1976,Unknown,No
600,600,30.0,No,frequently,1012.0,,5,4,Life Sciences,861.0,2,M,,2,1, research scientist ,4,divorced,2373,9,no,12,3.0,2,"80,0",,,1,10.0,3,2.0,5,,0,3,1993,Unknown,Si
601,601,45.0,No,,930.0,,9,3,Marketing,864.0,4,M,74.0,3,3, sales executive ,1,divorced,19239,4,yes,12,3.0,3,"80,0",129132.0,10761.0,1,18.0,2,3.0,5,,0,2,1978,Unknown,No
602,602,36.0,No,rarely,1278.0,,8,3,Life Sciences,878.0,1,M,77.0,2,1, human resources ,1,unknown,8635,0,unknown,21,4.0,3,"80,0",,,0,,3,3.0,5,,0,3,1987,Unknown,Si
603,603,31.0,No,,1222.0,,11,4,,895.0,4,M,48.0,3,1, research scientist ,4,unknown,14871,3,unknown,19,3.0,2,,,,1,,2,3.0,6,,0,2,1992,Unknown,Si
604,604,37.0,No,frequently,1231.0,,21,2,Medical,900.0,3,F,54.0,3,1, sales representative ,4,married,21222,5,unknown,15,3.0,2,"80,0",35676.0,2973.0,1,,3,3.0,5,4.0,0,0,1986,Unknown,No
605,605,39.0,No,rarely,1383.0,,2,3,Life Sciences,unknown,4,F,42.0,2,2, human resources ,4,unknown,7790,8,no,11,3.0,3,"80,0",62448.0,5204.0,2,13.0,2,3.0,5,,0,4,1984,Unknown,No
606,606,42.0,No,,462.0,,14,2,,936.0,3,F,68.0,2,2, sales executive ,3,unknown,7824,7,unknown,17,3.0,1,"80,0",,,0,,6,3.0,5,,0,3,1981,Unknown,Si
607,607,30.0,No,rarely,231.0,,8,2,,unknown,3,M,62.0,3,3, sales executive ,3,unknown,9977,5,no,11,3.0,1,,,,1,,2,4.0,8,,7,7,1993,Unknown,No
608,608,50.0,No,,,,1,2,Medical,997.0,4,M,66.0,3,4, research director ,4,divorced,6615,9,no,22,,3,,208788.0,17399.0,1,32.0,1,2.0,5,,1,3,1973,Unknown,Si
609,609,59.0,No,rarely,1089.0, Sales ,1,2,,1048.0,2,M,66.0,3,3, manager ,4,unknown,11038,3,yes,14,3.0,3,,,,1,14.0,1,1.0,6,,0,4,1964, manager  -  sales ,Si
610,610,54.0,No,,1082.0,,2,4,Life Sciences,unknown,3,F,41.0,2,3, sales executive ,3,married,8392,6,no,11,3.0,2,"80,0",,,1,13.0,4,3.0,9,,7,0,1969,Unknown,Si
611,611,56.0,No,,1240.0,,9,3,Medical,1071.0,1,F,63.0,3,1, research scientist ,3,married,12154,2,no,19,3.0,2,,,,1,18.0,4,3.0,5,,0,3,1967,Unknown,No
612,612,48.0,No,,1262.0,,1,4,,1116.0,1,M,35.0,4,4, manager ,4,single,16154,2,no,22,,3,,202620.0,16885.0,0,,3,2.0,5,,2,1,1975,Unknown,Si
613,613,39.0,No,,439.0, Research & Development ,9,3,Life Sciences,1132.0,3,M,70.0,3,2, laboratory technician ,2,single,8770,9,no,15,3.0,3,"80,0",,,0,9.0,2,2.0,5,,0,3,1984, laboratory technician  -  research & development ,No
614,614,35.0,No,rarely,528.0,,8,4,Technical Degree,unknown,3,M,100.0,3,1, human resources ,3,unknown,7108,1,no,17,3.0,2,,51876.0,4323.0,0,6.0,2,1.0,5,,1,4,1988,Unknown,Si
615,615,42.0,No,rarely,647.0, Sales ,4,4,Marketing,1171.0,2,M,45.0,3,2, sales executive ,1,single,2253,7,no,13,3.0,4,"80,0",61860.0,5155.0,0,,3,,6,,1,5,1981, sales executive  -  sales ,No
616,616,44.0,Yes,,1097.0,,10,4,,1200.0,3,M,96.0,3,1, research scientist ,3,single,10826,1,yes,11,3.0,3,,35232.0,2936.0,0,6.0,4,3.0,6,,0,2,1979,Unknown,No
617,617,29.0,No,rarely,942.0,,15,1,,1202.0,2,F,69.0,1,1, research scientist ,4,married,26933,0,yes,18,,1,,,,1,6.0,2,2.0,5,,1,3,1994,Unknown,No
618,618,33.0,No,,147.0,,2,3,Human Resources,unknown,2,M,99.0,3,1, human resources ,3,unknown,8429,1,no,13,3.0,4,,,,1,5.0,2,3.0,5,,1,4,1990,Unknown,Si
619,619,54.0,No,frequently,966.0,,1,4,,1245.0,4,F,53.0,3,3, manufacturing director ,3,unknown,9659,7,no,17,3.0,1,,,,1,33.0,2,1.0,5,,1,4,1969,Unknown,No
620,620,46.0,No,,168.0, Sales ,4,2,,1280.0,4,F,33.0,2,5, manager ,2,married,9946,2,unknown,14,3.0,3,,225468.0,18789.0,1,,2,3.0,11,,0,8,1977, manager  -  sales ,Si
621,621,30.0,No,non-travel,,,9,2,Medical,unknown,3,F,72.0,3,2, manufacturing director ,3,single,12858,7,yes,18,,3,,,,0,10.0,3,3.0,8,4.0,1,7,1993,Unknown,Si
622,622,32.0,Yes,rarely,1089.0,,7,2,Life Sciences,1309.0,4,M,79.0,3,2, laboratory technician ,3,unknown,22845,1,unknown,18,3.0,1,,58596.0,4883.0,1,,3,3.0,10,,1,1,1991,Unknown,Si
623,623,40.0,Yes,,299.0,,25,4,,unknown,4,M,57.0,2,3, sales executive ,2,single,17235,2,yes,12,3.0,3,"80,0",,,0,9.0,2,3.0,5,,1,0,1983,Unknown,Si
624,624,34.0,No,non-travel,999.0,,26,1,,1374.0,1,F,92.0,2,1, research scientist ,3,divorced,15891,1,no,20,4.0,3,,24348.0,2029.0,3,5.0,2,3.0,5,,0,0,1989,Unknown,Si
625,625,39.0,No,rarely,1498.0, Sales ,21,4,,1390.0,1,M,44.0,2,2, sales executive ,4,married,3567,3,unknown,12,3.0,4,,,,2,8.0,2,4.0,5,,1,4,1984, sales executive  -  sales ,No
626,626,37.0,No,,1439.0,,4,1,,unknown,3,M,54.0,3,1, research scientist ,3,married,5182,7,yes,15,3.0,4,,35952.0,2996.0,0,8.0,2,3.0,6,,1,3,1986,Unknown,No
627,627,33.0,No,,1111.0, Sales ,41,1,Life Sciences,1395.0,4,M,61.0,3,2, sales executive ,4,married,19293,6,unknown,13,3.0,1,,,,0,8.0,2,4.0,5,,1,2,1990, sales executive  -  sales ,Si
628,628,39.0,No,non-travel,1485.0, Research & Development ,25,2,,1397.0,3,M,71.0,3,3, healthcare representative ,3,unknown,3449,3,no,21,4.0,2,,,,1,13.0,2,3.0,6,,0,5,1984, healthcare representative  -  research & development ,No
